Threshold,FPR,TPR
0.3945783273790798,0.111,0.8801257322474639
0.3943262594768016,0.1115,0.8801257322474639
0.3940283018768309,0.1115,0.8802686098014002
0.39400212140001983,0.112,0.8802686098014002
0.39279784352002795,0.112,0.8814116302328904
0.392374993900704,0.1125,0.8814116302328904
0.3920292552207418,0.1125,0.8818402628946992
0.3918473844562479,0.1135,0.8818402628946992
0.3913239467297314,0.1135,0.8822688955565081
0.39059877940875987,0.114,0.8822688955565081
0.3881436341421803,0.114,0.8826975282183169
0.38803844630041917,0.1145,0.8826975282183169
0.3878924129323381,0.1145,0.8828404057722532
0.38784123789030506,0.115,0.8828404057722532
0.38568224251846484,0.115,0.8835547935419346
0.3856558987512847,0.1155,0.8835547935419346
0.3850005983413593,0.1155,0.8841263037576796
0.38434829367771123,0.1165,0.8841263037576796
0.38416664953506197,0.1165,0.8842691813116159
0.3829110191770269,0.118,0.8842691813116159
0.3826352005359587,0.118,0.8846978139734247
0.3825835020337019,0.1185,0.8846978139734247
0.3805509659933339,0.1185,0.8854122017431062
0.3800555441720061,0.1195,0.8854122017431062
0.3795559953753966,0.1195,0.8855550792970425
0.37943359590437503,0.12,0.8855550792970425
0.37856596691780225,0.12,0.8861265895127876
0.37841662656907094,0.1205,0.8861265895127876
0.3765447468069308,0.1205,0.8868409772824689
0.37597433130758234,0.121,0.8868409772824689
0.37566222091337315,0.121,0.887412487498214
0.37491217192343285,0.1215,0.887412487498214
0.374751798537414,0.1215,0.8875553650521503
0.3742229472946406,0.1235,0.8875553650521503
0.3731670541230521,0.1235,0.8882697528218317
0.3727355227123782,0.124,0.8882697528218317
0.37056298726915143,0.124,0.8888412630375768
0.36982087419859266,0.125,0.8888412630375768
0.369668600790996,0.125,0.8889841405915131
0.3693120992130378,0.1255,0.8889841405915131
0.36885301534967113,0.1255,0.8891270181454494
0.3685383332214177,0.1265,0.8891270181454494
0.3683889759323973,0.1265,0.8894127732533219
0.3683527681724797,0.127,0.8894127732533219
0.36756309704264534,0.127,0.8896985283611945
0.36695768008463536,0.1285,0.8896985283611945
0.3662048241623664,0.1285,0.8898414059151307
0.36593505877032745,0.129,0.8898414059151307
0.36530192439480696,0.129,0.8904129161308758
0.3647289404300485,0.13,0.8904129161308758
0.36163738018842345,0.13,0.8911273039005573
0.36143287131191887,0.1305,0.8911273039005573
0.35746935870599117,0.1305,0.8928418345477925
0.35734652841893133,0.131,0.8928418345477925
0.3566626484235508,0.131,0.8936990998714102
0.35658638174489765,0.1315,0.8936990998714102
0.35372527475661253,0.1315,0.8945563651950279
0.35360535351537775,0.132,0.8945563651950279
0.35313719142166955,0.132,0.8946992427489642
0.3526649598485873,0.133,0.8946992427489642
0.3520941471669089,0.133,0.895127875410773
0.3511764483598275,0.1345,0.895127875410773
0.3507890888324168,0.1345,0.8952707529647093
0.34964098767637636,0.136,0.8952707529647093
0.34698006850949575,0.136,0.8962708958422632
0.34603780177155546,0.1375,0.8962708958422632
0.345844266574095,0.1375,0.8964137733961994
0.3448801079305561,0.139,0.8964137733961994
0.34375883411634467,0.139,0.8968424060580082
0.3432992881299916,0.141,0.8968424060580082
0.34272384589647215,0.141,0.8971281611658808
0.34246840185696814,0.142,0.8971281611658808
0.3414682127379359,0.142,0.8981283040434348
0.3407772100200807,0.1435,0.8981283040434348
0.34040302482396373,0.1435,0.8984140591513073
0.33953902058349256,0.144,0.8984140591513073
0.3379876088447747,0.144,0.8988426918131162
0.3379076772227468,0.1445,0.8988426918131162
0.33575004420420873,0.1445,0.8999857122446063
0.33537602496170976,0.145,0.8999857122446063
0.33113806521726863,0.145,0.9017002428918417
0.3300756923306863,0.146,0.9017002428918417
0.32948918073518,0.146,0.9022717531075868
0.3290248179433782,0.147,0.9022717531075868
0.3283415808233797,0.147,0.9027003857693956
0.3280940061655028,0.1475,0.9027003857693956
0.3261832699098103,0.1475,0.9032718959851407
0.32585157458661257,0.148,0.9032718959851407
0.3257916201488517,0.148,0.9034147735390771
0.3250604679659829,0.149,0.9034147735390771
0.32335994061421997,0.149,0.9042720388626947
0.32263490720202087,0.15,0.9042720388626947
0.32226947863613487,0.15,0.904414916416631
0.32174424980014316,0.151,0.904414916416631
0.320263295475366,0.151,0.904986426632376
0.3190589991554783,0.1525,0.904986426632376
0.3185922146011189,0.1525,0.9051293041863123
0.3185622475737734,0.153,0.9051293041863123
0.3180424730039597,0.153,0.9052721817402486
0.31727912498149735,0.1545,0.9052721817402486
0.3134546987564726,0.1545,0.9058436919559937
0.31323623734176426,0.155,0.9058436919559937
0.3101512315045419,0.155,0.9072724674953565
0.30978618224066085,0.1555,0.9072724674953565
0.30933435608845417,0.1555,0.907558222603229
0.3092448966634263,0.156,0.907558222603229
0.30855961222207595,0.156,0.9082726103729104
0.3082875851561673,0.157,0.9082726103729104
0.3079504907361027,0.157,0.9084154879268467
0.30776263267971266,0.1575,0.9084154879268467
0.3074788715397745,0.1575,0.9087012430347192
0.3073336331527352,0.1585,0.9087012430347192
0.3062411745000701,0.1585,0.9094156308044006
0.30494683242030984,0.1605,0.9094156308044006
0.3045555334961784,0.1605,0.9097013859122732
0.3039634286702537,0.161,0.9097013859122732
0.30387273449801355,0.161,0.9098442634662095
0.30383028088159386,0.1615,0.9098442634662095
0.3033390467312388,0.1615,0.910130018574082
0.3025874291706392,0.162,0.910130018574082
0.30162293850416405,0.162,0.9107015287898271
0.3011465099419218,0.1625,0.9107015287898271
0.3004221424942437,0.1625,0.9109872838976997
0.29939140716578727,0.1635,0.9109872838976997
0.29913337749858326,0.1635,0.9112730390055722
0.29880623149481594,0.164,0.9112730390055722
0.29783313809961565,0.164,0.9115587941134448
0.29682821394872033,0.1645,0.9115587941134448
0.2956012082803535,0.1645,0.9122731818831261
0.29555441780781855,0.165,0.9122731818831261
0.29499399770765133,0.165,0.9125589369909987
0.2947736397547037,0.1655,0.9125589369909987
0.29430591665256944,0.1655,0.9131304472067439
0.29426214826660574,0.166,0.9131304472067439
0.29337344125745185,0.166,0.9134162023146164
0.29293835659552137,0.1665,0.9134162023146164
0.29284419905155956,0.1665,0.9135590798685527
0.2916584620357518,0.1675,0.9135590798685527
0.28695276936768027,0.1675,0.9151307329618517
0.2866976355711408,0.1685,0.9151307329618517
0.28586449855720886,0.1685,0.9152736105157879
0.2853677364169299,0.1695,0.9152736105157879
0.283848641156028,0.1695,0.9159879982854694
0.2831300186374877,0.1705,0.9159879982854694
0.2829030865894145,0.1705,0.9161308758394057
0.28261132454536375,0.1715,0.9161308758394057
0.28018383260196844,0.1715,0.9169881411630233
0.27902617252329853,0.175,0.9169881411630233
0.2788008400851386,0.175,0.9172738962708958
0.27827539774789944,0.176,0.9172738962708958
0.27779369298126627,0.176,0.9175596513787684
0.2772539958135396,0.177,0.9175596513787684
0.2771327626911487,0.177,0.9177025289327047
0.27697375014104697,0.1775,0.9177025289327047
0.27681879083500743,0.1775,0.9178454064866409
0.2761722762919765,0.1785,0.9178454064866409
0.2759378752120994,0.1785,0.9179882840405772
0.27574759503455787,0.179,0.9179882840405772
0.27446650256338617,0.179,0.918416916702386
0.2737396840162946,0.1795,0.918416916702386
0.27371634047154253,0.1795,0.9185597942563223
0.27187625409585403,0.1815,0.9185597942563223
0.2715594927912968,0.1815,0.9191313044720675
0.27119341816780307,0.1825,0.9191313044720675
0.2708625249907242,0.1825,0.9195599371338763
0.27069199908945296,0.183,0.9195599371338763
0.2706884702303678,0.183,0.9197028146878126
0.2705096561376956,0.1835,0.9197028146878126
0.2701041671839461,0.1835,0.9199885697956851
0.2700969907255081,0.184,0.9199885697956851
0.2691457751194548,0.184,0.9201314473496214
0.2690896195133143,0.1845,0.9201314473496214
0.26901606718841836,0.1845,0.9202743249035577
0.26891897287016153,0.185,0.9202743249035577
0.26827989309510525,0.185,0.9205600800114302
0.2681134548932404,0.1855,0.9205600800114302
0.26807680042951215,0.1855,0.9207029575653665
0.2678211081537459,0.186,0.9207029575653665
0.26764330973660405,0.186,0.9208458351193027
0.2670818433179818,0.1875,0.9208458351193027
0.2665251813441975,0.1875,0.9211315902271753
0.265990615296247,0.1885,0.9211315902271753
0.2659422053871445,0.1885,0.9212744677811116
0.2655109355334851,0.189,0.9212744677811116
0.26444895222745585,0.189,0.9215602228889841
0.26436159430792205,0.1895,0.9215602228889841
0.2640650861066436,0.1895,0.9218459779968567
0.2636520255482605,0.19,0.9218459779968567
0.2633821552372345,0.19,0.921988855550793
0.2632152304712101,0.1905,0.921988855550793
0.2629091438520409,0.1905,0.9222746106586656
0.26213459522675225,0.1915,0.9222746106586656
0.26192390574273805,0.1915,0.9225603657665381
0.26127375297559235,0.193,0.9225603657665381
0.26114382465510094,0.193,0.9227032433204744
0.26106191890603375,0.1935,0.9227032433204744
0.2610459853822331,0.1935,0.9228461208744106
0.26077016133436015,0.194,0.9228461208744106
0.2606122351608655,0.194,0.9229889984283469
0.2604814418908901,0.1945,0.9229889984283469
0.2604773163868724,0.1945,0.9231318759822832
0.259811742620342,0.196,0.9231318759822832
0.2596954921662507,0.196,0.9232747535362195
0.25904652715275206,0.197,0.9232747535362195
0.2589965938926739,0.197,0.923560508644092
0.25895105138217117,0.1975,0.923560508644092
0.2587360676240788,0.1975,0.9238462637519645
0.25820694128391153,0.198,0.9238462637519645
0.2577943954227786,0.198,0.9242748964137734
0.2565865384743285,0.199,0.9242748964137734
0.25633852307008775,0.199,0.9244177739677096
0.25594865874708567,0.2015,0.9244177739677096
0.2555927999008774,0.2015,0.9247035290755822
0.25557360910087706,0.202,0.9247035290755822
0.255511548352577,0.202,0.9248464066295184
0.25544370181345916,0.2025,0.9248464066295184
0.2544321579699867,0.2025,0.9251321617373911
0.25393269007949143,0.203,0.9251321617373911
0.2538839978896954,0.203,0.9252750392913274
0.2534541966814018,0.2035,0.9252750392913274
0.25257277028475644,0.2035,0.9257036719531362
0.2516021043984144,0.2055,0.9257036719531362
0.25148830701188446,0.2055,0.9258465495070725
0.2514561355816648,0.206,0.9258465495070725
0.25115729060402414,0.206,0.9259894270610087
0.2503602259903842,0.207,0.9259894270610087
0.2492865752401028,0.207,0.9268466923846264
0.248782591269986,0.2085,0.9268466923846264
0.2480793980992691,0.2085,0.9269895699385626
0.24793705440129862,0.209,0.9269895699385626
0.2473691128553062,0.209,0.9278468352621803
0.24663651618220328,0.2105,0.9278468352621803
0.24640342674410198,0.2105,0.9279897128161166
0.24629221645767282,0.211,0.9279897128161166
0.24611474112831014,0.211,0.9281325903700529
0.2458177851531086,0.212,0.9281325903700529
0.24580188666359334,0.212,0.9282754679239892
0.24553838997061034,0.2125,0.9282754679239892
0.24495458156736466,0.2125,0.928704100585798
0.24483390668978383,0.213,0.928704100585798
